model,condition,record_id,scenario_id,category,ground_truth_class,ground_truth_risk,scenario_source,repetitions,classification_mode,classification_mode_count,classification_agreement_rate,number_of_unique_classifications,classification_entropy,all_repetitions_classification_identical,risk_mode,risk_mode_count,risk_agreement_rate,number_of_unique_risk_levels,risk_entropy,all_repetitions_risk_identical,mean_pairwise_indicator_jaccard,minimum_pairwise_indicator_jaccard,maximum_pairwise_indicator_jaccard,indicator_union_size,indicator_intersection_size,all_repetitions_indicator_sets_identical,mean_pairwise_explanation_similarity,minimum_pairwise_explanation_similarity,json_parse_validity_rate,required_fields_validity_rate,classification_validity_rate,risk_level_validity_rate,indicator_list_validity_rate,strict_schema_validity_rate,first_attempt_strict_schema_success_rate,retry_rate,timeout_rate,empty_response_rate,indicator_vocabulary_compliance_rate,canonical_indicator_count,out_of_vocabulary_indicator_count,mean_out_of_vocabulary_indicators_per_response,unique_out_of_vocabulary_indicators,mean_latency,median_latency,standard_deviation_latency,minimum_latency,maximum_latency,latency_coefficient_of_variation,classification_accuracy_across_repetitions,risk_accuracy_across_repetitions,mean_ground_truth_indicator_precision,mean_ground_truth_indicator_recall,mean_ground_truth_indicator_f1
gpt-oss:20b,rag,R002,NORMAL_008,NORMAL,normal,low,collected,5,normal,5,1.0,1,-0.0,True,low,5,1.0,1,-0.0,True,0.7333,0.3333,1.0,3,1,False,0.8526,0.6316,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2,0,0,,13.884,9.767,8.186,9.746,30.256,0.5896,1.0,1.0,0.0,0.0,0.0
gpt-oss:20b,rag,R005,NORMAL_014,NORMAL,normal,low,collected,5,normal,5,1.0,1,-0.0,True,low,5,1.0,1,-0.0,True,1.0,1.0,1.0,2,2,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,2,2,defender_not_disabled; firewall_no_change,13.897,13.372,1.073,13.322,16.044,0.0772,1.0,1.0,0.0,0.0,0.0
gpt-oss:20b,rag,R006,SEC_017,SEC,normal,low,collected,5,normal,5,1.0,1,-0.0,True,low,5,1.0,1,-0.0,True,1.0,1.0,1.0,2,2,True,0.7167,0.2917,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2,0,0,,9.449,9.35,0.275,9.263,9.994,0.0291,1.0,1.0,0.0,0.0,0.0
gpt-oss:20b,rag,R011,PROC_005,PROC,abnormal,medium,collected,5,abnormal,5,1.0,1,-0.0,True,high,5,1.0,1,-0.0,True,1.0,1.0,1.0,2,2,True,0.7037,0.2593,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1,1,firewall_disabled,21.569,21.39,0.364,21.339,22.293,0.0169,1.0,0.0,0.0,0.0,0.0
gpt-oss:20b,rag,R018,SEC_005,SEC,abnormal,high,collected,5,abnormal,5,1.0,1,-0.0,True,high,5,1.0,1,-0.0,True,0.7333,0.3333,1.0,3,1,False,0.8133,0.5333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1,1,elevated_powershell; elevated_processes,14.356,12.822,3.102,12.697,20.559,0.2161,1.0,1.0,1.0,0.5,0.6667
gpt-oss:20b,rag,R028,AUTH_005,AUTH,abnormal,medium,collected,5,abnormal,5,1.0,1,-0.0,True,medium,3,0.6,2,0.971,False,1.0,1.0,1.0,2,2,True,0.5107,0.2963,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2,0,0,,16.888,17.232,2.629,13.92,20.478,0.1557,1.0,0.6,0.5,1.0,0.6667
gpt-oss:20b,rag,R029,USB_007,USB,abnormal,medium,collected,5,abnormal,5,1.0,1,-0.0,True,medium,5,1.0,1,-0.0,True,0.7333,0.3333,1.0,3,1,False,0.5924,0.3333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2,1.8,1.8,unknown_usb_device; usb_script_visible,25.954,27.425,2.369,21.354,27.524,0.0913,1.0,1.0,0.2,0.0667,0.1
gpt-oss:20b,rag,R046,NET_005,NET,normal,low,collected,5,abnormal,5,1.0,1,-0.0,True,high,5,1.0,1,-0.0,True,0.2667,0.0,1.0,5,0,False,0.7676,0.6111,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.4,0.8,1.2,1.2,defender_real_time_protection_disabled; defender_realtime_protection_disabled; public_network_profile,19.417,19.568,1.712,17.592,22.216,0.0882,0.0,0.0,0.2,0.2,0.2
gpt-oss:20b,rag,R050,AUTH_003,AUTH,normal,low,collected,5,abnormal,5,1.0,1,-0.0,True,medium,5,1.0,1,-0.0,True,0.7333,0.3333,1.0,3,1,False,0.7379,0.3448,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.8,1.8,0.2,0.2,multiple_failed_login_attempts,12.146,11.27,1.719,11.208,15.581,0.1415,0.0,0.0,0.4,0.4,0.4
gpt-oss:20b,rag,R051,SEC_010,SEC,abnormal,high,collected,5,abnormal,5,1.0,1,-0.0,True,high,5,1.0,1,-0.0,True,1.0,1.0,1.0,2,2,True,0.8364,0.5909,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1,1,manual_review_realtime_protection_disabled_and_restored,20.439,20.271,0.268,20.262,20.958,0.0131,1.0,1.0,1.0,0.5,0.6667
gpt-oss:20b,rag,R060,NET_012,NET,abnormal,high,augmented,5,abnormal,5,1.0,1,-0.0,True,critical,5,1.0,1,-0.0,True,0.6,0.3333,1.0,3,1,False,0.7,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1,1,nmap_executed; risky_process_execution,23.35,24.331,1.397,21.59,24.59,0.0598,1.0,0.0,0.0,0.0,0.0
gpt-oss:20b,rag,R067,AUTH_009,AUTH,abnormal,high,collected,5,abnormal,5,1.0,1,-0.0,True,medium,5,1.0,1,-0.0,True,1.0,1.0,1.0,2,2,True,0.7461,0.4333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1,1,risky_processes,21.908,22.625,3.238,16.088,26.074,0.1478,1.0,0.0,0.0,0.0,0.0
gpt-oss:20b,rag,R079,USB_017,USB,normal,low,collected,5,normal,5,1.0,1,-0.0,True,low,5,1.0,1,-0.0,True,1.0,1.0,1.0,2,2,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2,0,0,,14.249,13.637,1.22,13.611,16.688,0.0856,1.0,1.0,0.0,0.0,0.0
gpt-oss:20b,rag,R086,PROC_016,PROC,normal,low,collected,5,normal,5,1.0,1,-0.0,True,low,5,1.0,1,-0.0,True,1.0,1.0,1.0,2,2,True,0.7176,0.2941,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2,0,0,,17.275,17.051,0.551,16.863,18.359,0.0319,1.0,1.0,0.0,0.0,0.0
gpt-oss:20b,rag,R095,PERSIST_006,PERSIST,abnormal,high,collected,5,abnormal,5,1.0,1,-0.0,True,critical,2,0.4,3,1.5219,False,0.4,0.0,1.0,5,0,False,0.3648,0.1892,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,2,2,defender realtime protection disabled; defender services disabled; defender_realtime_protection_disabled; scheduled task updated; scheduled_task_updated,22.446,22.337,1.352,20.896,24.397,0.0602,1.0,0.4,0.0,0.0,0.0
gpt-oss:20b,rag,R098,PROC_006,PROC,abnormal,medium,collected,5,abnormal,5,1.0,1,-0.0,True,high,5,1.0,1,-0.0,True,0.1,0.0,1.0,8,0,False,0.3526,0.1429,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6,1.4,1.4,defender_real_time_disabled; defender_real_time_protection_disabled; defender_realtime_protection_disabled; firewall_all_disabled; firewall_disabled; no_defender_config_change,22.127,24.353,3.332,18.011,25.092,0.1506,1.0,0.0,0.0,0.0,0.0
gpt-oss:20b,rag,R099,PERSIST_017,PERSIST,normal,low,collected,5,normal,5,1.0,1,-0.0,True,low,5,1.0,1,-0.0,True,1.0,1.0,1.0,2,2,True,0.7524,0.381,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2,0,0,,9.962,9.481,1.015,9.344,11.987,0.1019,1.0,1.0,0.0,0.0,0.0
gpt-oss:20b,rag,R105,PERSIST_014,PERSIST,abnormal,critical,augmented,5,abnormal,5,1.0,1,-0.0,True,critical,5,1.0,1,-0.0,True,0.6,0.0,1.0,4,0,False,0.6645,0.1613,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,2,2,defender real-time protection disabled; defender_realtime_protection_disabled; service change detected; service_change,26.055,25.111,1.968,24.99,29.99,0.0755,1.0,1.0,0.0,0.0,0.0
gpt-oss:20b,rag,R113,NORMAL_016,NORMAL,normal,low,collected,5,normal,5,1.0,1,-0.0,True,low,5,1.0,1,-0.0,True,0.7333,0.3333,1.0,3,1,False,0.7778,0.4444,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.8,1.8,0.2,0.2,no_risky_activity,14.282,12.968,2.685,12.886,19.652,0.188,1.0,1.0,0.0,0.0,0.0
gpt-oss:20b,rag,R114,NORMAL_006,NORMAL,normal,low,collected,5,normal,5,1.0,1,-0.0,True,low,5,1.0,1,-0.0,True,1.0,1.0,1.0,2,2,True,0.86,0.65,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2,0,0,,10.084,9.545,1.094,9.519,12.273,0.1085,1.0,1.0,0.0,0.0,0.0
llama3,rag,R002,NORMAL_008,NORMAL,normal,low,collected,5,normal,5,1.0,1,-0.0,True,low,5,1.0,1,-0.0,True,1.0,1.0,1.0,3,3,True,0.6966,0.2414,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3,0,0,,5.896,5.172,1.723,4.86,9.333,0.2923,1.0,1.0,0.0,0.0,0.0
